date,day,oc3,al4,pet2,can,gbl,sachet,enmix,date_type,status_process,electric_consume
2023-10-27,Friday,896880,0,0,412655,0,51752,0,workday,1,84352
2023-10-28,Saturday,940176,0,0,0,0,0,0,weekend,1,82544
2023-10-29,Sunday,363960,0,0,0,0,0,0,weekend,1,73184
2023-10-30,Monday,470016,0,0,0,61122,0,177375,workday,1,72464
2023-10-31,Tuesday,0,0,1000114,0,0,0,177375,workday,1,68880
2023-11-01,Wednesday,382848,0,999977,0,63401,52000,206650,workday,1,94736
2023-11-02,Thursday,925464,0,997749,0,0,0,0,workday,1,100096
2023-11-03,Friday,522480,0,605006,0,0,52000,0,workday,1,77872
2023-11-04,Saturday,0,0,0,0,0,0,0,weekend,0,41792
2023-11-05,Sunday,0,0,0,0,0,0,0,weekend,0,29616
2023-11-06,Monday,0,0,0,0,0,0,0,workday,0,45504
2023-11-07,Tuesday,0,0,0,0,0,0,0,workday,0,43392
2023-11-08,Wednesday,0,0,0,0,62932,52000,0,workday,1,44448
2023-11-09,Thursday,0,0,0,0,63031,22286,0,workday,1,46080
2023-11-10,Friday,0,0,0,0,0,22286,0,workday,1,46112
2023-11-11,Saturday,0,0,0,0,0,0,0,weekend,0,36912
2023-11-12,Sunday,0,0,0,0,0,0,0,weekend,0,38352
2023-11-13,Monday,0,0,0,0,0,0,0,workday,0,41696
2023-11-14,Tuesday,0,0,0,0,0,0,0,workday,0,48768
2023-11-15,Wednesday,0,0,0,0,0,48286,177135,workday,1,51344
2023-11-16,Thursday,0,0,0,0,0,0,177375,workday,1,52128
2023-11-17,Friday,0,0,0,0,0,48286,0,workday,1,60464
2023-11-18,Saturday,0,0,0,0,0,0,0,weekend,0,56496
2023-11-19,Sunday,0,0,0,0,0,0,0,weekend,0,39856
2023-11-20,Monday,0,0,0,0,0,0,173780,workday,1,58384
2023-11-21,Tuesday,0,0,0,619570,62833,0,174971,workday,1,69696
2023-11-22,Wednesday,0,0,0,619050,62932,25752,177375,workday,1,53792
2023-11-23,Thursday,0,0,0,619344,0,0,177375,workday,1,67776
2023-11-24,Friday,0,0,0,620227,0,0,133031,workday,1,67456
2023-11-25,Saturday,0,0,0,0,0,0,0,weekend,0,61856
2023-11-26,Sunday,0,0,0,0,0,0,0,weekend,0,43456
2023-11-27,Monday,0,0,0,0,0,0,174730,workday,1,74592
2023-11-28,Tuesday,0,712423,993806,0,0,0,177375,workday,1,86656
2023-11-29,Wednesday,0,0,734057,0,48933,52127,172448,workday,1,94144
2023-11-30,Thursday,0,128400,605691,0,0,0,174490,workday,1,66256
2023-12-01,Friday,0,109166,0,0,62611,48286,133031,workday,1,70400
2023-12-02,Saturday,0,1338926,0,0,0,0,0,weekend,1,68096
2023-12-03,Sunday,0,1202949,0,0,0,0,0,weekend,1,65184
2023-12-04,Monday,150720,456823,0,0,0,0,177375,workday,1,75552
2023-12-05,Tuesday,658152,83931,0,0,63039,48286,177375,workday,1,93440
2023-12-06,Wednesday,181776,1354080,0,0,62940,0,177375,workday,1,98576
2023-12-07,Thursday,0,1410926,0,0,63195,44324,177375,workday,1,85744
2023-12-08,Friday,610200,1350583,0,0,0,0,133031,workday,1,97472
2023-12-09,Saturday,0,903737,0,0,0,44571,0,weekend,1,82224
2023-12-10,Sunday,0,672994,0,0,0,0,0,weekend,1,66432
2023-12-11,Monday,0,0,0,0,0,0,0,workday,0,58896
2023-12-12,Tuesday,35184,689383,0,618891,0,0,177375,workday,1,53808
2023-12-13,Wednesday,868272,1088537,0,619910,0,0,177375,workday,1,131904
2023-12-14,Thursday,900336,738617,0,411297,0,0,177375,workday,1,126928
2023-12-15,Friday,623472,706011,0,0,0,0,206938,workday,1,98512
2023-12-16,Saturday,849168,626571,0,0,0,0,0,weekend,1,95664
2023-12-17,Sunday,813072,359314,0,0,0,0,0,weekend,1,88784
2023-12-18,Monday,777192,0,0,0,0,0,194679,workday,1,93360
2023-12-19,Tuesday,474840,0,0,619978,48693,0,206938,workday,1,84128
2023-12-20,Wednesday,0,0,0,593683,0,0,206938,workday,1,58304
2023-12-21,Thursday,0,1350514,0,0,0,37143,206938,workday,1,86720
2023-12-22,Friday,137712,1383566,0,0,0,0,51662,workday,1,85888
2023-12-23,Saturday,836712,1362754,0,0,0,0,0,weekend,1,108288
2023-12-24,Sunday,819552,1400400,0,0,0,0,0,weekend,1,104960
2023-12-25,Monday,404160,466423,0,0,0,0,0,workday,1,81760
2023-12-26,Tuesday,914304,1380754,985440,0,0,0,0,workday,1,116976
2023-12-27,Wednesday,704616,922800,996926,0,63228,0,0,workday,1,127328
2023-12-28,Thursday,0,0,999669,0,63656,52000,195486,workday,1,88032
2023-12-29,Friday,0,0,390857,0,0,21048,206938,workday,1,62912
2023-12-30,Saturday,0,0,0,0,0,0,142789,weekend,1,45568
2023-12-31,Sunday,0,0,0,0,0,0,0,weekend,0,39328
2024-01-01,Monday,0,0,0,0,0,0,0,workday,0,35264
2024-01-02,Tuesday,0,0,997063,0,0,0,184104,workday,1,54608
2024-01-03,Wednesday,691680,0,998537,0,63837,22410,206938,workday,1,86720
2024-01-04,Thursday,0,0,993737,0,0,0,177375,workday,1,79168
2024-01-05,Friday,935904,1248617,0,0,0,52248,133031,workday,1,98528
2024-01-06,Saturday,833784,1015646,0,0,0,0,0,weekend,1,116976
2024-01-07,Sunday,0,1379349,0,0,0,0,0,weekend,1,70432
2024-01-08,Monday,0,1212823,0,0,0,0,177375,workday,1,65264
2024-01-09,Tuesday,0,0,0,411749,0,0,177375,workday,1,86112
2024-01-10,Wednesday,0,0,0,413673,49166,52248,177375,workday,1,69408
2024-01-11,Thursday,0,0,0,412338,0,0,177375,workday,1,64368
2024-01-12,Friday,0,0,0,0,0,52000,0,workday,1,59888
2024-01-13,Saturday,0,0,0,0,0,0,0,weekend,0,44944
2024-01-14,Sunday,877560,1331211,0,0,0,0,0,weekend,1,77936
2024-01-15,Monday,932952,759017,0,0,0,0,177375,workday,1,102096
2024-01-16,Tuesday,926496,0,0,620724,63788,0,177375,workday,1,113456
2024-01-17,Wednesday,832032,0,0,407835,63590,44448,177375,workday,1,85184
2024-01-18,Thursday,933768,1076023,0,0,63739,0,154987,workday,1,114272
2024-01-19,Friday,0,801874,0,0,0,37390,0,workday,1,101856
2024-01-20,Saturday,0,0,0,0,0,0,0,weekend,0,55264
2024-01-21,Sunday,0,0,0,0,0,0,0,weekend,0,55008
2024-01-22,Monday,0,0,0,0,0,0,123177,workday,1,43424
2024-01-23,Tuesday,0,0,994629,0,63360,0,0,workday,1,67072
2024-01-24,Wednesday,0,0,712663,0,63146,37143,0,workday,1,86144
2024-01-25,Thursday,664320,0,0,0,63426,0,174009,workday,1,82976
2024-01-26,Friday,929592,1273200,0,0,0,0,133031,workday,1,91648
2024-01-27,Saturday,950688,1336423,0,0,0,0,0,weekend,1,81744
2024-01-28,Sunday,947664,182023,0,0,0,0,0,weekend,1,103984
2024-01-29,Monday,86976,1341086,998606,0,0,0,0,workday,1,98464
2024-01-30,Tuesday,0,1419154,752949,0,0,26000,177375,workday,1,102944
2024-01-31,Wednesday,229560,1244194,0,0,49385,0,177375,workday,1,95920
2024-02-01,Thursday,927888,0,0,0,0,0,123177,workday,1,84928
2024-02-02,Friday,972168,0,0,0,0,0,0,workday,1,86336
2024-02-03,Saturday,964536,0,0,0,0,0,0,weekend,1,85360
2024-02-04,Sunday,942096,0,0,0,0,0,0,weekend,1,72656
2024-02-05,Monday,950736,0,994971,0,0,0,167521,workday,1,71632
2024-02-06,Tuesday,373032,1427280,997269,0,49077,0,177375,workday,1,97424
2024-02-07,Wednesday,0,1345714,998160,0,0,0,177375,workday,1,99216
2024-02-08,Thursday,409632,1365703,605246,0,0,0,0,workday,1,100624
2024-02-09,Friday,370104,275691,605040,0,0,0,127502,workday,1,125216
2024-02-10,Saturday,0,1374617,0,0,0,0,0,weekend,1,76256
2024-02-11,Sunday,0,1367074,0,0,0,0,0,weekend,1,81104
2024-02-12,Monday,0,235371,438411,0,0,0,182254,workday,1,85088
2024-02-13,Tuesday,0,0,0,402336,63171,52000,177375,workday,1,74944
2024-02-14,Wednesday,0,0,0,0,0,0,0,workday,0,42016
2024-02-15,Thursday,777288,0,0,619797,0,0,177375,workday,1,59696
2024-02-16,Friday,892656,1219783,0,619050,63039,37143,133031,workday,1,98672
2024-02-17,Saturday,939384,251829,0,0,0,0,0,weekend,1,108320
2024-02-18,Sunday,975792,0,0,0,0,0,0,weekend,1,86208
2024-02-19,Monday,943032,1139280,0,620837,0,0,184694,workday,1,109888
2024-02-20,Tuesday,838224,940389,0,619978,0,0,177375,workday,1,116064
2024-02-21,Wednesday,0,713074,0,620317,63335,0,59125,workday,1,119616
2024-02-22,Thursday,0,241954,0,205422,0,0,108396,workday,1,70784
2024-02-23,Friday,223584,0,0,0,0,0,133031,workday,1,74656
2024-02-24,Saturday,648120,977589,0,0,0,0,0,weekend,1,83296
2024-02-25,Sunday,1123440,0,0,0,0,0,0,weekend,1,97968
2024-02-26,Monday,943632,1059806,994697,0,0,0,157667,workday,1,97632
2024-02-27,Tuesday,658152,1350171,997406,0,63607,0,177375,workday,1,119184
2024-02-28,Wednesday,0,1348697,993874,0,0,0,174490,workday,1,119456
2024-02-29,Thursday,0,533794,995691,0,0,0,177375,workday,1,96480
2024-03-01,Friday,0,1004126,997680,0,63640,0,138724,workday,1,99376
2024-03-02,Saturday,0,512297,0,0,0,0,0,weekend,1,60736
2024-03-03,Sunday,0,0,0,0,0,0,0,weekend,0,48640
2024-03-04,Monday,0,1245497,0,0,0,0,169416,workday,1,75184
2024-03-05,Tuesday,824280,523543,109097,0,63344,0,177375,workday,1,78656
2024-03-06,Wednesday,274656,597943,1020823,0,63475,11143,177375,workday,1,119872
2024-03-07,Thursday,0,1315234,1068309,0,63376,0,177375,workday,1,106144
2024-03-08,Friday,692400,1349554,1067966,0,0,48038,154987,workday,1,110528
2024-03-09,Saturday,909720,1184434,741394,0,0,0,0,weekend,1,114336
2024-03-10,Sunday,225216,0,0,0,0,0,0,weekend,1,90256
2024-03-11,Monday,817344,0,0,619683,0,0,0,workday,1,83312
2024-03-12,Tuesday,897312,0,0,619299,0,0,199747,workday,1,83728
2024-03-13,Wednesday,0,1349040,0,0,49173,51752,206938,workday,1,77408
2024-03-14,Thursday,0,1341326,1065566,0,49138,0,206938,workday,1,114688
2024-03-15,Friday,0,700663,995006,0,49125,49771,126540,workday,1,90528
2024-03-16,Saturday,0,1138389,601543,0,0,0,0,weekend,1,111760
2024-03-17,Sunday,0,0,0,0,0,0,0,weekend,0,53248
2024-03-18,Monday,895968,0,0,621516,0,0,199366,workday,1,59536
2024-03-19,Tuesday,516408,0,0,621788,63278,53795,206938,workday,1,93616
2024-03-20,Wednesday,931608,0,0,0,63566,0,206938,workday,1,93328
2024-03-21,Thursday,939288,0,0,0,63294,0,206938,workday,1,103200
2024-03-22,Friday,964224,0,0,0,63590,44695,133031,workday,1,94256
2024-03-23,Saturday,954456,1269566,0,0,0,0,0,weekend,1,106720
2024-03-24,Sunday,832992,1287806,0,0,0,0,0,weekend,1,107248
2024-03-25,Monday,0,1265211,0,462505,63607,0,192483,workday,1,81904
2024-03-26,Tuesday,0,1087474,0,616493,63401,50390,108205,workday,1,90400
2024-03-27,Wednesday,0,1363371,0,459858,0,0,54102,workday,1,84240
2024-03-28,Thursday,0,1220057,992846,0,49200,13000,108205,workday,1,94672
2024-03-29,Friday,0,0,784046,0,0,25319,78577,workday,1,82352
2024-03-30,Saturday,0,0,0,0,0,0,236500,weekend,1,68384
2024-03-31,Sunday,0,0,0,0,0,0,0,weekend,0,53904
2024-04-01,Monday,0,1184606,0,0,63829,0,222340,workday,1,88560
2024-04-02,Tuesday,351960,1257909,989897,0,0,52000,206938,workday,1,122320
2024-04-03,Wednesday,795936,1328400,992743,0,63319,0,208201,workday,1,117232
2024-04-04,Thursday,778968,1199417,982046,0,63195,52000,206938,workday,1,121248
2024-04-05,Friday,933840,124800,0,0,63467,22286,133031,workday,1,119488
2024-04-06,Saturday,408384,0,0,0,0,0,0,weekend,1,74688
2024-04-07,Sunday,0,0,0,0,0,0,0,weekend,0,48016
2024-04-08,Monday,0,0,0,0,0,0,0,workday,0,29360
2024-04-09,Tuesday,0,0,0,0,0,0,0,workday,0,24736
2024-04-10,Wednesday,0,0,0,0,0,0,0,workday,0,24464
2024-04-11,Thursday,0,0,0,0,0,0,0,workday,0,23744
2024-04-12,Friday,0,0,0,0,0,0,0,workday,0,17600
2024-04-13,Saturday,0,0,0,0,0,0,0,weekend,0,25648
2024-04-14,Sunday,0,0,0,0,0,0,0,weekend,0,20432
2024-04-15,Monday,0,0,0,0,0,0,0,workday,0,30032
2024-04-16,Tuesday,0,0,0,0,0,0,0,workday,0,47552
2024-04-17,Wednesday,0,0,988114,0,0,0,206938,workday,1,79328
2024-04-18,Thursday,0,1340263,992880,0,0,50762,206938,workday,1,87184
2024-04-19,Friday,720024,1212789,0,0,0,17829,133031,workday,1,99152
2024-04-20,Saturday,955728,1135371,0,0,0,0,0,weekend,1,101168
2024-04-21,Sunday,958416,0,0,0,0,0,0,weekend,1,90656
2024-04-22,Monday,187224,0,0,620408,0,0,177375,workday,1,90480
2024-04-23,Tuesday,945480,1337897,0,619797,0,0,177375,workday,1,96608
2024-04-24,Wednesday,945696,1155703,0,619548,0,52990,177375,workday,1,117200
2024-04-25,Thursday,554616,0,0,619502,0,0,206650,workday,1,101856
2024-04-26,Friday,533064,1343314,0,459518,0,51752,127502,workday,1,96800
2024-04-27,Saturday,0,0,0,460243,0,0,0,weekend,1,79968
2024-04-28,Sunday,930072,1422171,0,0,0,0,0,weekend,1,93360
2024-04-29,Monday,856992,1418297,0,0,0,0,180039,workday,1,115936
2024-04-30,Tuesday,718872,1398720,0,0,0,22286,206938,workday,1,70304
2024-05-01,Wednesday,0,1392617,0,0,0,0,0,workday,1,106224
2024-05-02,Thursday,0,393806,984377,0,63689,52000,206938,workday,1,87216
2024-05-03,Friday,0,1332034,992126,0,0,0,133031,workday,1,92496
2024-05-04,Saturday,0,1384903,0,0,0,44324,0,weekend,1,111376
2024-05-05,Sunday,0,1136331,0,0,0,0,0,weekend,1,51424
2024-05-06,Monday,21720,1384114,390069,0,0,0,207339,workday,1,110448
2024-05-07,Tuesday,933336,793097,991371,0,0,0,206938,workday,1,123648
2024-05-08,Wednesday,948744,1324457,992400,0,0,0,206938,workday,1,131248
2024-05-09,Thursday,958344,0,992400,0,0,0,206938,workday,1,112256
2024-05-10,Friday,885096,0,780240,0,0,26000,133031,workday,1,89120
2024-05-11,Saturday,944856,1077874,990137,0,0,0,0,weekend,1,84336
2024-05-12,Sunday,580584,0,0,0,0,0,0,weekend,1,104832
2024-05-13,Monday,0,1363886,0,620883,0,22038,206938,workday,1,118080
2024-05-14,Tuesday,0,1373006,0,621041,0,0,206938,workday,1,82160
2024-05-15,Wednesday,0,1150526,0,619842,0,17581,206938,workday,1,106176
2024-05-16,Thursday,920712,0,0,620543,0,34419,206938,workday,1,96400
2024-05-17,Friday,794544,0,0,620159,0,0,138359,workday,1,92240
2024-05-18,Saturday,956640,0,0,0,0,52000,0,weekend,1,81904
2024-05-19,Sunday,962232,0,0,0,0,0,0,weekend,1,86320
2024-05-20,Monday,957480,0,0,0,0,0,182302,workday,1,67248
2024-05-21,Tuesday,809040,1382297,0,0,0,0,206938,workday,1,94576
2024-05-22,Wednesday,0,1335154,0,0,0,0,206842,workday,1,106224
2024-05-23,Thursday,0,1196983,0,0,0,0,0,workday,1,80272
2024-05-24,Friday,0,0,0,0,0,58129,126540,workday,1,105488
2024-05-25,Saturday,0,214663,0,0,0,30519,0,weekend,1,63696
2024-05-26,Sunday,963720,1254274,0,0,0,0,0,weekend,1,86128
2024-05-27,Monday,954696,0,375497,0,0,0,193718,workday,1,80880
2024-05-28,Tuesday,969768,1128034,306823,0,0,0,206938,workday,1,120592
2024-05-29,Wednesday,966768,1349246,345874,0,0,0,177375,workday,1,105696
2024-05-30,Thursday,912600,1263531,0,0,0,36895,177375,workday,1,135488
2024-05-31,Friday,500640,0,378240,0,0,0,133031,workday,1,112880
2024-06-01,Saturday,0,0,0,0,0,52248,0,weekend,1,73536
2024-06-02,Sunday,0,0,0,0,0,0,0,weekend,0,53808
2024-06-03,Monday,945912,1318560,377349,205513,63500,0,177375,workday,1,104256
2024-06-04,Tuesday,302040,283440,379406,204675,0,0,177375,workday,1,129776
2024-06-05,Wednesday,0,1352434,382011,205739,63080,52000,177375,workday,1,91360
2024-06-06,Thursday,0,1316057,378926,205535,63212,0,177375,workday,1,103312
2024-06-07,Friday,952152,230057,335211,206011,0,52000,154987,workday,1,110464
2024-06-08,Saturday,918216,0,292011,0,0,0,0,weekend,1,73808
2024-06-09,Sunday,166536,0,0,0,0,0,0,weekend,1,83520
2024-06-10,Monday,915840,0,0,206146,0,0,177375,workday,1,84864
2024-06-11,Tuesday,929880,0,0,206259,0,52000,177375,workday,1,98832
2024-06-12,Wednesday,598128,0,989006,205716,0,0,172448,workday,1,95760
2024-06-13,Thursday,0,1251703,993497,206237,0,52000,177375,workday,1,95040
2024-06-14,Friday,0,1205006,994491,206101,0,0,133031,workday,1,96080
2024-06-15,Saturday,0,1245943,0,0,49275,52000,0,weekend,1,105552
2024-06-16,Sunday,0,0,0,0,0,0,0,weekend,0,59984
2024-06-17,Monday,0,0,0,0,0,0,0,workday,0,40064
2024-06-18,Tuesday,0,0,986606,204743,48871,0,0,workday,1,56672
2024-06-19,Wednesday,0,0,995314,203544,0,52000,177375,workday,1,80864
2024-06-20,Thursday,0,0,940731,205648,63360,0,177375,workday,1,71168
2024-06-21,Friday,0,0,0,206373,63360,52000,0,workday,1,80448
2024-06-22,Saturday,0,0,0,0,0,0,0,weekend,0,65824
2024-06-23,Sunday,0,0,0,0,0,0,0,weekend,0,43008
2024-06-24,Monday,0,0,0,206146,0,0,177375,workday,1,64912
2024-06-25,Tuesday,0,0,236366,205626,0,0,172448,workday,1,50368
2024-06-26,Wednesday,0,0,625337,206463,0,52000,177375,workday,1,67600
2024-06-27,Thursday,0,0,0,205965,0,0,174009,workday,1,79024
2024-06-28,Friday,0,0,624343,207097,0,52093,126286,workday,1,87744
2024-06-29,Saturday,0,0,0,0,0,0,0,weekend,0,79296
2024-06-30,Sunday,0,0,0,0,0,0,0,weekend,0,51056
2024-07-01,Monday,891792,1337554,381771,207006,0,0,0,workday,1,97072
2024-07-02,Tuesday,980712,1400126,484971,207006,63426,52000,179902,workday,1,125360
2024-07-03,Wednesday,958728,1196914,0,206124,0,0,177375,workday,1,141104
2024-07-04,Thursday,979272,529474,989486,206282,63302,52000,0,workday,1,131840
2024-07-05,Friday,975288,1382263,991303,205762,63475,26000,133031,workday,1,132400
2024-07-06,Saturday,969408,1199246,0,0,0,0,0,weekend,1,95776
2024-07-07,Sunday,543408,757200,0,0,0,0,0,weekend,1,94880
2024-07-08,Monday,0,0,0,206146,0,0,177375,workday,1,92640
2024-07-09,Tuesday,0,1409349,989726,205920,49008,59676,177375,workday,1,97344
2024-07-10,Wednesday,945696,1329874,987943,205807,48501,0,177375,workday,1,121776
2024-07-11,Thursday,707520,1367280,0,206101,0,51752,177375,workday,1,123456
2024-07-12,Friday,972312,1373349,0,206259,0,22286,133031,workday,1,81328
2024-07-13,Saturday,913656,1366046,0,0,0,0,0,weekend,1,142704
2024-07-14,Sunday,0,477497,0,0,0,0,0,weekend,1,111232
2024-07-15,Monday,0,0,0,206463,0,0,177375,workday,1,56480
2024-07-16,Tuesday,0,0,591223,206870,63294,52248,177375,workday,1,64224
2024-07-17,Wednesday,0,276686,624857,206237,63344,0,177375,workday,1,78528
2024-07-18,Thursday,0,1390971,485554,206644,0,52000,177375,workday,1,112336
2024-07-19,Friday,898512,860297,0,206259,0,25505,133031,workday,1,110336
2024-07-20,Saturday,286272,1367143,0,0,0,0,0,weekend,1,112192
2024-07-21,Sunday,967848,1151349,0,0,0,0,0,weekend,1,89632
2024-07-22,Monday,917160,0,0,0,63508,0,173288,workday,1,103616
2024-07-23,Tuesday,879864,0,626469,0,0,26000,177375,workday,1,89552
2024-07-24,Wednesday,925488,1258629,624171,0,0,0,177375,workday,1,98672
2024-07-25,Thursday,0,429634,628834,0,0,52000,0,workday,1,106384
2024-07-26,Friday,0,0,462000,0,63376,0,206938,workday,1,98336
2024-07-27,Saturday,0,0,0,0,0,47048,0,weekend,1,78864
2024-07-28,Sunday,968784,1322366,0,0,0,0,0,weekend,1,105264
2024-07-29,Monday,944112,1411440,0,0,0,0,177183,workday,1,125088
2024-07-30,Tuesday,973920,1246937,982903,0,0,52248,172448,workday,1,121360
2024-07-31,Wednesday,608208,1107257,981120,0,0,0,177375,workday,1,137968
2024-08-01,Thursday,0,1295760,980914,0,63566,52000,177375,workday,1,105376
2024-08-02,Friday,0,1350171,630891,0,0,0,133031,workday,1,101728
2024-08-03,Saturday,949344,972446,0,0,0,52000,0,weekend,1,83776
2024-08-04,Sunday,799344,0,0,0,0,0,0,weekend,1,104800
2024-08-05,Monday,837600,0,0,0,0,0,177375,workday,1,94960
2024-08-06,Tuesday,0,0,985954,0,63376,0,177375,workday,1,92864
2024-08-07,Wednesday,0,1012526,990000,201055,0,51505,177375,workday,1,94064
2024-08-08,Thursday,0,1318663,989589,205626,63566,0,179373,workday,1,91392
2024-08-09,Friday,0,551829,0,184174,0,52000,133031,workday,1,121024
2024-08-10,Saturday,0,1419909,0,0,0,0,0,weekend,1,85968
2024-08-11,Sunday,0,307851,0,0,0,0,0,weekend,1,81168
2024-08-12,Monday,940656,787851,541097,0,0,0,204537,workday,1,94592
2024-08-13,Tuesday,978984,0,611794,206735,0,25752,177375,workday,1,97632
2024-08-14,Wednesday,511848,1317771,689040,205015,63187,0,177375,workday,1,163888
2024-08-15,Thursday,961848,341486,381840,205784,60019,37638,177375,workday,1,99872
2024-08-16,Friday,0,1146377,627909,206327,0,11143,133031,workday,1,111728
2024-08-17,Saturday,0,0,344743,0,0,0,0,weekend,1,79568
2024-08-18,Sunday,0,0,0,0,0,0,0,weekend,0,72688
2024-08-19,Monday,0,1182789,626126,206146,0,20552,196857,workday,1,102352
2024-08-20,Tuesday,0,1408766,626229,205852,48823,0,177375,workday,1,74320
2024-08-21,Wednesday,0,1315817,626537,206078,48693,52000,177375,workday,1,141648
2024-08-22,Thursday,0,1385451,567017,205105,0,0,177375,workday,1,88704
2024-08-23,Friday,0,1365771,658251,205241,0,44571,133031,workday,1,105792
2024-08-24,Saturday,937296,1208400,0,0,0,0,0,weekend,1,129088
2024-08-25,Sunday,938328,0,0,0,0,0,0,weekend,1,114080
2024-08-26,Monday,940152,0,0,0,0,52495,206650,workday,1,103584
2024-08-27,Tuesday,0,0,974571,206327,0,0,177375,workday,1,84560
2024-08-28,Wednesday,977952,0,983006,206554,0,52248,177375,workday,1,109792
2024-08-29,Thursday,977760,0,383520,206192,0,0,177375,workday,1,115856
2024-08-30,Friday,895704,0,0,0,0,52000,0,workday,1,102640
2024-08-31,Saturday,0,0,0,0,0,0,0,weekend,0,61376
2024-09-01,Sunday,0,1363234,0,0,0,0,0,weekend,1,69248
2024-09-02,Monday,953856,1385794,0,205897,0,51257,137194,workday,1,126288
2024-09-03,Tuesday,308304,1393886,982697,254006,63623,0,177375,workday,1,130560
2024-09-04,Wednesday,0,924069,0,0,0,59429,180705,workday,1,87280
2024-09-05,Thursday,0,0,0,0,63525,0,177375,workday,1,84256
2024-09-06,Friday,921936,0,983760,253870,63574,59429,133031,workday,1,92704
2024-09-07,Saturday,935208,0,0,0,0,0,0,weekend,1,95328
2024-09-08,Sunday,964896,1358194,0,0,0,0,0,weekend,1,83872
2024-09-09,Monday,966384,1005463,989691,206418,0,0,177375,workday,1,118560
2024-09-10,Tuesday,974736,1367314,993257,205988,63566,52000,177375,workday,1,131296
2024-09-11,Wednesday,339264,0,733166,205196,63212,0,177375,workday,1,163744
2024-09-12,Thursday,416496,766423,742217,0,63311,59305,177375,workday,1,85440
2024-09-13,Friday,0,0,0,0,0,29714,0,workday,1,89136
2024-09-14,Saturday,0,0,0,0,0,0,0,weekend,0,48912
2024-09-15,Sunday,0,0,0,0,0,0,0,weekend,0,44240
2024-09-16,Monday,0,0,23794,0,0,0,0,workday,1,57840
2024-09-17,Tuesday,0,1042149,583577,254323,0,59429,177375,workday,1,85408
2024-09-18,Wednesday,0,1313383,625440,254323,48487,0,177375,workday,1,95296
2024-09-19,Thursday,0,1356000,629451,254141,0,59367,177375,workday,1,96816
2024-09-20,Friday,594528,1225371,626709,253689,0,0,133031,workday,1,111040
2024-09-21,Saturday,918864,1054011,350846,0,0,0,0,weekend,1,143968
2024-09-22,Sunday,894864,324377,0,0,0,0,0,weekend,1,113744
2024-09-23,Monday,839568,403954,0,254164,0,0,177375,workday,1,66544
2024-09-24,Tuesday,309600,0,381154,0,0,0,177375,workday,1,113728
2024-09-25,Wednesday,600864,0,384206,0,63311,52000,170884,workday,1,110784
2024-09-26,Thursday,89616,1363543,238389,0,63574,0,177375,workday,1,99824
2024-09-27,Friday,0,1406503,242811,0,0,52000,160997,workday,1,106304
2024-09-28,Saturday,0,1312114,630103,0,0,0,0,weekend,1,109888
2024-09-29,Sunday,0,1283349,0,0,0,0,0,weekend,1,90256
2024-09-30,Monday,0,495531,0,0,63418,0,175701,workday,1,98464
2024-10-01,Tuesday,625944,1214503,0,0,63516,0,171486,workday,1,98752
2024-10-02,Wednesday,895344,0,0,0,63442,52000,152740,workday,1,109520
2024-10-03,Thursday,959328,1313486,0,0,63615,22286,142885,workday,1,80064
2024-10-04,Friday,948120,1357611,0,0,63623,0,93615,workday,1,143936
2024-10-05,Saturday,958032,107554,373200,0,0,0,0,weekend,1,107440
2024-10-06,Sunday,981024,0,422297,0,0,0,0,weekend,1,107920
2024-10-07,Monday,805584,0,362743,0,0,0,177375,workday,1,104880
2024-10-08,Tuesday,0,172251,420137,0,0,59429,177375,workday,1,100768
2024-10-09,Wednesday,0,0,312617,0,0,0,177375,workday,1,13760
2024-10-10,Thursday,851304,311109,0,0,43269,59429,88688,workday,1,208240
2024-10-11,Friday,173904,1046880,0,0,41301,0,0,workday,1,106416
2024-10-12,Saturday,1387824,271680,287657,0,0,59119,0,weekend,1,75824
2024-10-13,Sunday,913056,1219646,0,0,0,0,0,weekend,1,146528
2024-10-14,Monday,953064,0,0,0,0,0,177375,workday,1,93168
2024-10-15,Tuesday,0,1257977,0,413763,0,44819,177375,workday,1,98304
2024-10-16,Wednesday,960600,1280503,0,414307,0,44324,177375,workday,1,100144
2024-10-17,Thursday,190536,1351954,0,206440,0,29219,177375,workday,1,108096
2024-10-18,Friday,0,1234286,0,206350,0,45314,154987,workday,1,70592
2024-10-19,Saturday,962472,1280537,0,0,0,0,0,weekend,1,96208
2024-10-20,Sunday,925392,962743,0,0,0,0,0,weekend,1,86960
2024-10-21,Monday,865224,513977,0,0,0,0,177375,workday,1,131120
2024-10-22,Tuesday,955248,546754,0,413899,0,25010,177375,workday,1,97120
2024-10-23,Wednesday,977232,0,0,414058,0,0,170851,workday,1,93040
2024-10-24,Thursday,963336,1349931,0,414442,0,32933,0,workday,1,115472
2024-10-25,Friday,581952,907269,0,0,0,14857,0,workday,1,126016
2024-10-26,Saturday,0,561017,0,0,0,0,0,weekend,1,92912
2024-10-27,Sunday,823008,578709,0,0,0,52743,0,weekend,1,96496
2024-10-28,Monday,970752,537291,0,0,0,58438,171605,workday,1,87232
2024-10-29,Tuesday,955800,577371,0,0,0,58933,180705,workday,1,149776
2024-10-30,Wednesday,1538784,1127040,0,1243214,0,58190,177375,workday,1,111920
2024-10-31,Thursday,505728,577783,0,617149,0,63143,177375,workday,1,111280
